country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",2025-05-19 10:00:00,26.902909,75.836858,OZONE,21.0,66.0,35.0
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB",2025-05-19 10:00:00,26.843698,75.766894,NO2,7.0,78.0,26.0
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB",2025-05-19 10:00:00,28.018792,73.292658,OZONE,33.0,99.0,45.0
India,Rajasthan,Bundi,"New Colony, Bundi - RSPCB",2025-05-19 10:00:00,25.435774,75.644272,PM10,60.0,158.0,88.0
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB",2025-05-19 10:00:00,26.699557,77.898881,PM2.5,33.0,131.0,45.0
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB",2025-05-19 10:00:00,26.358805,73.047444,PM2.5,13.0,38.0,28.0
India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB",2025-05-19 10:00:00,25.16409,75.858137,CO,11.0,34.0,17.0
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB",2025-05-19 10:00:00,17.470431,78.566959,PM10,80.0,100.0,91.0
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB",2025-05-19 10:00:00,17.470431,78.566959,NO2,10.0,26.0,17.0
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB",2025-05-19 10:00:00,17.470431,78.566959,NH3,10.0,11.0,10.0
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB",2025-05-19 10:00:00,17.470431,78.566959,CO,28.0,57.0,32.0
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",2025-05-19 10:00:00,17.5184,78.278777,OZONE,21.0,84.0,28.0
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",2025-05-19 10:00:00,17.5316895,78.218939,NH3,1.0,2.0,2.0
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",2025-05-19 10:00:00,17.5316895,78.218939,SO2,1.0,7.0,4.0
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",2025-05-19 10:00:00,17.5316895,78.218939,OZONE,8.0,30.0,11.0
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB",2025-05-19 10:00:00,17.585705,78.126199,PM2.5,53.0,93.0,56.0
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB",2025-05-19 10:00:00,17.585705,78.126199,NH3,3.0,3.0,3.0
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB",2025-05-19 10:00:00,17.585705,78.126199,OZONE,33.0,35.0,34.0
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB",2025-05-19 10:00:00,17.393559,78.339194,NH3,1.0,2.0,1.0
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB",2025-05-19 10:00:00,13.1036,80.2909,PM2.5,5.0,62.0,37.0
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB",2025-05-19 10:00:00,13.1036,80.2909,NO2,9.0,37.0,20.0
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB",2025-05-19 10:00:00,13.1036,80.2909,OZONE,3.0,15.0,9.0
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-19 10:00:00,13.0052189,80.2398125,NO2,14.0,15.0,14.0
India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB",2025-05-19 10:00:00,11.0328,77.0349,PM2.5,13.0,47.0,28.0
India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB",2025-05-19 10:00:00,11.0328,77.0349,NO2,8.0,9.0,9.0
India,TamilNadu,Cuddalore,"Kudikadu, Cuddalore - TNPCB",2025-05-19 10:00:00,11.6829898,79.7532099,PM10,3.0,32.0,16.0
India,TamilNadu,Cuddalore,"Kudikadu, Cuddalore - TNPCB",2025-05-19 10:00:00,11.6829898,79.7532099,NH3,6.0,6.0,6.0
India,TamilNadu,Cuddalore,"Semmandalam, Cuddalore - TNPCB",2025-05-19 10:00:00,11.7637683,79.7499835,PM2.5,2.0,43.0,19.0
India,TamilNadu,Tirunelveli,"Municipal Corporation Office, Tirunelveli - TNPCB",2025-05-19 10:00:00,8.728442,77.6962,PM10,15.0,39.0,31.0
India,TamilNadu,Tirunelveli,"Municipal Corporation Office, Tirunelveli - TNPCB",2025-05-19 10:00:00,8.728442,77.6962,NO2,4.0,14.0,8.0
India,TamilNadu,Tirunelveli,"Municipal Corporation Office, Tirunelveli - TNPCB",2025-05-19 10:00:00,8.728442,77.6962,NH3,1.0,2.0,1.0
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB",2025-05-19 10:00:00,17.540891,78.358528,PM10,34.0,94.0,59.0
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB",2025-05-19 10:00:00,17.540891,78.358528,NO2,17.0,61.0,38.0
India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB",2025-05-19 10:00:00,13.1278,80.2642,PM2.5,5.0,91.0,32.0
India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB",2025-05-19 10:00:00,13.1278,80.2642,SO2,1.0,10.0,4.0
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB",2025-05-19 10:00:00,13.1662,80.2584,NO2,2.0,5.0,4.0
India,TamilNadu,Chennai,"Manali, Chennai - CPCB",2025-05-19 10:00:00,13.164544,80.26285,NO2,6.0,30.0,26.0
India,TamilNadu,Chennai,"Manali, Chennai - CPCB",2025-05-19 10:00:00,13.164544,80.26285,NH3,3.0,11.0,10.0
India,TamilNadu,Chennai,"Manali, Chennai - CPCB",2025-05-19 10:00:00,13.164544,80.26285,CO,11.0,15.0,13.0
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB",2025-05-19 10:00:00,12.9533,80.2357,PM2.5,19.0,76.0,39.0
India,TamilNadu,Ramanathapuram,"Chalai Bazaar, Ramanathapuram - TNPCB",2025-05-19 10:00:00,9.36399,78.831977,PM2.5,17.0,43.0,25.0
India,TamilNadu,Ramanathapuram,"Chalai Bazaar, Ramanathapuram - TNPCB",2025-05-19 10:00:00,9.36399,78.831977,NH3,2.0,2.0,2.0
India,TamilNadu,Ranipet,"VOC Nagar_SIPCOT, Ranipet - TNPCB",2025-05-19 10:00:00,12.952707,79.30394,NO2,1.0,2.0,1.0
India,TamilNadu,Ranipet,"VOC Nagar_SIPCOT, Ranipet - TNPCB",2025-05-19 10:00:00,12.952707,79.30394,OZONE,1.0,1.0,1.0
India,TamilNadu,Salem,"Sona College of Technology, Salem - TNPCB",2025-05-19 10:00:00,11.679111,78.125052,SO2,81.0,83.0,82.0
India,TamilNadu,Dindigul,"Mendonsa Colony, Dindigul - TNPCB",2025-05-19 10:00:00,10.358535,77.984321,SO2,19.0,23.0,21.0
India,TamilNadu,Hosur,"SIPCOT Phase-1, Hosur - TNPCB",2025-05-19 10:00:00,12.746998,77.813811,PM2.5,43.0,125.0,76.0
India,TamilNadu,Hosur,"SIPCOT Phase-1, Hosur - TNPCB",2025-05-19 10:00:00,12.746998,77.813811,CO,18.0,18.0,18.0
India,TamilNadu,Madurai,"Uchapatti, Madurai - TNPCB",2025-05-19 10:00:00,9.865935,78.022669,CO,12.0,13.0,12.0
India,TamilNadu,Madurai,"Uchapatti, Madurai - TNPCB",2025-05-19 10:00:00,9.865935,78.022669,OZONE,5.0,6.0,6.0
India,TamilNadu,Namakkal,"Ponnusamy Nagar, Namakkal - TNPCB",2025-05-19 10:00:00,11.273992,78.163545,NO2,10.0,10.0,10.0
India,TamilNadu,Tiruchirappalli,"St Joseph College, Tiruchirappalli - TNPCB",2025-05-19 10:00:00,10.830158,78.691849,NO2,3.0,4.0,4.0
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB",2025-05-19 10:00:00,26.8458805,80.9365541,SO2,1.0,19.0,10.0
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB",2025-05-19 10:00:00,26.8458805,80.9365541,OZONE,12.0,65.0,17.0
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB",2025-05-19 10:00:00,26.83399722,80.8917361,PM2.5,66.0,132.0,93.0
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB",2025-05-19 10:00:00,26.83399722,80.8917361,NH3,9.0,18.0,12.0
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB",2025-05-19 10:00:00,26.83399722,80.8917361,OZONE,2.0,80.0,9.0
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",2025-05-19 10:00:00,28.999264,77.7590354,PM2.5,40.0,93.0,63.0
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",2025-05-19 10:00:00,28.999264,77.7590354,PM10,61.0,126.0,92.0
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",2025-05-19 10:00:00,28.999264,77.7590354,SO2,15.0,21.0,18.0
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",2025-05-19 10:00:00,28.999264,77.7590354,OZONE,50.0,163.0,60.0
India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB",2025-05-19 10:00:00,28.9535882,77.7622941,PM2.5,19.0,35.0,26.0
India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB",2025-05-19 10:00:00,28.9535882,77.7622941,SO2,7.0,16.0,10.0
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB",2025-05-19 10:00:00,29.06351,77.709723,OZONE,27.0,168.0,35.0
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",2025-05-19 10:00:00,28.47272,77.482,PM10,75.0,144.0,105.0
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",2025-05-19 10:00:00,28.47272,77.482,SO2,10.0,26.0,15.0
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",2025-05-19 10:00:00,28.557054,77.453663,PM10,100.0,270.0,141.0
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",2025-05-19 10:00:00,28.557054,77.453663,SO2,2.0,17.0,10.0
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",2025-05-19 10:00:00,28.557054,77.453663,CO,26.0,61.0,32.0
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",2025-05-19 10:00:00,28.557054,77.453663,OZONE,2.0,166.0,8.0
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB",2025-05-19 10:00:00,28.725645,77.749675,NH3,10.0,20.0,14.0
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB",2025-05-19 10:00:00,28.725645,77.749675,SO2,25.0,38.0,33.0
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB",2025-05-19 10:00:00,25.4547,78.6039,SO2,38.0,49.0,41.0
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",2025-05-19 10:00:00,26.428282,80.327067,PM2.5,42.0,140.0,71.0
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",2025-05-19 10:00:00,26.428282,80.327067,NH3,2.0,2.0,2.0
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",2025-05-19 10:00:00,26.428282,80.327067,SO2,40.0,53.0,45.0
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB",2025-05-19 10:00:00,28.359581,79.414455,OZONE,21.0,23.0,22.0
India,Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB",2025-05-19 10:00:00,28.38910936,79.42963708,PM2.5,33.0,61.0,49.0
India,Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB",2025-05-19 10:00:00,28.38910936,79.42963708,PM10,41.0,81.0,66.0
India,Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB",2025-05-19 10:00:00,28.38910936,79.42963708,SO2,26.0,27.0,26.0
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB",2025-05-19 10:00:00,28.406963,77.849831,OZONE,15.0,147.0,19.0
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB",2025-05-19 10:00:00,27.168897,78.37696,PM10,52.0,86.0,66.0
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB",2025-05-19 10:00:00,27.168897,78.37696,NO2,17.0,17.0,17.0
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB",2025-05-19 10:00:00,27.168897,78.37696,CO,10.0,37.0,28.0
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB",2025-05-19 10:00:00,27.19412,77.96237,NO2,24.0,33.0,28.0
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB",2025-05-19 10:00:00,27.169338,78.03582,OZONE,8.0,63.0,22.0
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB",2025-05-19 10:00:00,27.19862,77.92066,NH3,2.0,2.0,2.0
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB",2025-05-19 10:00:00,28.964949,77.278761,PM2.5,25.0,66.0,45.0
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB",2025-05-19 10:00:00,28.964949,77.278761,CO,34.0,74.0,38.0
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB",2025-05-19 10:00:00,28.964949,77.278761,OZONE,10.0,50.0,17.0
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB",2025-05-19 10:00:00,28.359581,79.414455,PM2.5,3.0,7.0,5.0
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB",2025-05-19 10:00:00,26.509954,80.249612,SO2,6.0,30.0,18.0
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB",2025-05-19 10:00:00,26.509954,80.249612,OZONE,16.0,20.0,17.0
India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB",2025-05-19 10:00:00,26.4703136,80.3229863,PM2.5,59.0,96.0,82.0
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB",2025-05-19 10:00:00,28.2348927,77.8683002,SO2,56.0,110.0,80.0
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB",2025-05-19 10:00:00,26.766433,80.927299,PM10,76.0,135.0,106.0
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB",2025-05-19 10:00:00,26.766433,80.927299,NH3,1.0,1.0,1.0
India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB",2025-05-19 10:00:00,26.86812,81.005119,NO2,9.0,11.0,10.0
India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB",2025-05-19 10:00:00,26.86812,81.005119,CO,38.0,44.0,39.0
India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB",2025-05-19 10:00:00,26.86812,81.005119,OZONE,40.0,51.0,41.0
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB",2025-05-19 10:00:00,26.906111,80.948222,SO2,1.0,8.0,5.0
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB",2025-05-19 10:00:00,26.8458805,80.9365541,NO2,40.0,53.0,45.0
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB",2025-05-19 10:00:00,17.37206,78.50864,NO2,14.0,15.0,14.0
India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB",2025-05-19 10:00:00,17.528544,78.286195,OZONE,3.0,9.0,3.0
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",2025-05-19 10:00:00,26.730136,83.433859,SO2,33.0,34.0,34.0
India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB",2025-05-19 10:00:00,27.19865833,78.00598056,NO2,9.0,88.0,24.0
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB",2025-05-19 10:00:00,23.618183,87.105718,SO2,3.0,6.0,4.0
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB",2025-05-19 10:00:00,23.618183,87.105718,OZONE,6.0,42.0,7.0
India,West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB",2025-05-19 10:00:00,23.616515,87.119133,PM10,31.0,93.0,52.0
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB",2025-05-19 10:00:00,22.7605581,88.3617589,PM10,13.0,59.0,33.0
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB",2025-05-19 10:00:00,22.7605581,88.3617589,CO,22.0,44.0,27.0
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB",2025-05-19 10:00:00,23.567923,87.306843,PM2.5,18.0,40.0,27.0
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB",2025-05-19 10:00:00,23.567923,87.306843,PM10,44.0,73.0,58.0
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB",2025-05-19 10:00:00,23.567923,87.306843,SO2,20.0,46.0,26.0
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB",2025-05-19 10:00:00,23.567923,87.306843,OZONE,1.0,75.0,5.0
India,West_Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB",2025-05-19 10:00:00,23.508764,87.35444,SO2,5.0,6.0,5.0
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB",2025-05-19 10:00:00,25.301778,82.996789,PM10,32.0,99.0,61.0
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB",2025-05-19 10:00:00,25.301778,82.996789,NH3,1.0,1.0,1.0
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB",2025-05-19 10:00:00,25.301778,82.996789,CO,6.0,16.0,8.0
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB",2025-05-19 10:00:00,25.262326,82.995408,NO2,2.0,3.0,2.0
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB",2025-05-19 10:00:00,25.32393,82.99687,CO,14.0,32.0,18.0
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB",2025-05-19 10:00:00,27.571409,77.655757,OZONE,10.0,13.0,12.0
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB",2025-05-19 10:00:00,30.269444,78.044167,PM2.5,40.0,91.0,68.0
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB",2025-05-19 10:00:00,30.269444,78.044167,SO2,1.0,1.0,1.0
India,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB",2025-05-19 10:00:00,30.075911,78.2859547,PM10,46.0,90.0,70.0
India,West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB",2025-05-19 10:00:00,23.685297,86.945968,PM2.5,17.0,112.0,55.0
India,West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB",2025-05-19 10:00:00,23.685297,86.945968,NO2,15.0,28.0,22.0
India,West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB",2025-05-19 10:00:00,23.685297,86.945968,CO,18.0,52.0,22.0
India,West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB",2025-05-19 10:00:00,23.685297,86.945968,OZONE,11.0,26.0,12.0
India,West_Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB",2025-05-19 10:00:00,23.697936,86.944395,PM2.5,10.0,60.0,30.0
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB",2025-05-19 10:00:00,22.06047,88.109737,PM2.5,13.0,15.0,14.0
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB",2025-05-19 10:00:00,22.06047,88.109737,NO2,9.0,19.0,13.0
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB",2025-05-19 10:00:00,22.06047,88.109737,NH3,4.0,5.0,5.0
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB",2025-05-19 10:00:00,22.629801,88.352017,NO2,33.0,35.0,34.0
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB",2025-05-19 10:00:00,22.629801,88.352017,NH3,4.0,5.0,4.0
India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB",2025-05-19 10:00:00,22.6025571,88.3105664,PM2.5,6.0,77.0,33.0
India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB",2025-05-19 10:00:00,22.6025571,88.3105664,CO,19.0,36.0,20.0
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",2025-05-19 10:00:00,25.425602,81.917152,PM2.5,26.0,63.0,42.0
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",2025-05-19 10:00:00,25.425602,81.917152,PM10,62.0,138.0,96.0
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB",2025-05-19 10:00:00,25.494,81.863,NH3,6.0,6.0,6.0
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB",2025-05-19 10:00:00,25.44919916,81.82735986,PM10,39.0,159.0,96.0
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB",2025-05-19 10:00:00,28.840739,78.697531,PM10,38.0,86.0,63.0
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB",2025-05-19 10:00:00,28.88528,78.7388,PM10,44.0,95.0,68.0
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB",2025-05-19 10:00:00,28.88528,78.7388,CO,30.0,42.0,32.0
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB",2025-05-19 10:00:00,28.856664,78.772638,PM10,40.0,99.0,69.0
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB",2025-05-19 10:00:00,28.856664,78.772638,NH3,6.0,6.0,6.0
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB",2025-05-19 10:00:00,28.802625,78.753728,PM10,27.0,83.0,61.0
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",2025-05-19 10:00:00,29.4723508,77.7194031,OZONE,10.0,88.0,35.0
India,Uttar_Pradesh,Noida,"Sector - 62, Noida - IMD",2025-05-19 10:00:00,28.6245479,77.3577104,OZONE,61.0,150.0,77.0
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",2025-05-19 10:00:00,22.627847,88.380669,NO2,19.0,37.0,24.0
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",2025-05-19 10:00:00,22.627847,88.380669,CO,20.0,28.0,21.0
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB",2025-05-19 10:00:00,22.51106,88.35142,CO,10.0,20.0,11.0
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB",2025-05-19 10:00:00,22.5448082,88.3403691,OZONE,20.0,40.0,25.0
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",2025-05-19 10:00:00,22.611968,88.347422,SO2,9.0,12.0,10.0
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB",2025-05-19 10:00:00,22.5687319,88.2797276,PM10,21.0,403.0,50.0
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB",2025-05-19 10:00:00,22.49929,88.36917,OZONE,11.0,42.0,14.0
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",2025-05-19 10:00:00,17.72,83.3,PM2.5,12.0,48.0,23.0
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",2025-05-19 10:00:00,17.72,83.3,NO2,6.0,27.0,15.0
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",2025-05-19 10:00:00,17.72,83.3,NH3,3.0,4.0,3.0
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",2025-05-19 10:00:00,17.72,83.3,CO,7.0,28.0,13.0
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",2025-05-19 10:00:00,26.071318,91.87488,NO2,7.0,26.0,12.0
India,Assam,Guwahati,"IITG, Guwahati - PCBA",2025-05-19 10:00:00,26.2028636,91.70046436,SO2,19.0,21.0,19.0
India,Assam,Guwahati,"IITG, Guwahati - PCBA",2025-05-19 10:00:00,26.2028636,91.70046436,OZONE,40.0,87.0,67.0
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",2025-05-19 10:00:00,26.10887,91.589544,PM10,15.0,96.0,39.0
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",2025-05-19 10:00:00,26.10887,91.589544,NO2,16.0,35.0,19.0
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",2025-05-19 10:00:00,26.10887,91.589544,NH3,11.0,20.0,16.0
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",2025-05-19 10:00:00,27.308328,84.531742,PM2.5,10.0,85.0,28.0
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",2025-05-19 10:00:00,27.308328,84.531742,NH3,1.0,1.0,1.0
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",2025-05-19 10:00:00,26.63086,84.90051,NH3,3.0,3.0,3.0
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",2025-05-19 10:00:00,26.63086,84.90051,OZONE,9.0,12.0,11.0
India,Bihar,Munger,"Town Hall, Munger - BSPCB",2025-05-19 10:00:00,25.376776,86.471523,PM10,11.0,76.0,39.0
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",2025-05-19 10:00:00,26.11442,85.39813,PM10,23.0,54.0,44.0
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",2025-05-19 10:00:00,26.1403345,85.3650192,PM2.5,15.0,33.0,26.0
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",2025-05-19 10:00:00,25.5626095,84.663264,PM2.5,22.0,30.0,25.0
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",2025-05-19 10:00:00,25.5626095,84.663264,SO2,6.0,10.0,9.0
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",2025-05-19 10:00:00,25.5626095,84.663264,CO,14.0,27.0,18.0
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",2025-05-19 10:00:00,25.5626095,84.663264,OZONE,9.0,21.0,10.0
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",2025-05-19 10:00:00,24.75746,84.366208,NH3,1.0,2.0,1.0
